aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
1346979,Confirmatory,"Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS cell viability counter screen",U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Apoptosis is a process of programmed cell death and plays a central role in the development of multicellular organisms. It is a highly regulated process and induces cell de,58,Tox21,CAS339,20190107,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,NULL,Cell-based,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,0,,NULL
1346981,Confirmatory,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS cell viability counter screen",U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Apoptosis is a process of programmed cell death and plays a central role in the development of multicellular organisms. It is a highly regulated process and induces cell de,58,Tox21,CAS364,20190107,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,NULL,Cell-based,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,27,,NULL
1347031,Summary,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Progesterone receptor (PR), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. It is activated by the steroid hormo",58,Tox21,PR305,20190129,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,5241,Cell-based,ABB72139,Governmental Organizations,NULL,0,NULL,P06401,NULL,54,,NULL
1347033,Summary,Human pregnane X receptor (PXR) small molecule agonists: Summary,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The human pregnane X receptor (hPXR) regulates the expression of several drug metabolizing enzymes and induction of these proteins is a major mechanism for developing drug ,58,Tox21,PXR803,20190129,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,NULL,Cell-based,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,0,,NULL
1347035,Summary,"TGF-beta/Smad small molecule agonists, qHTS assay: Summary",U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Transforming growth factor beta (TGF-beta) superfamily consists of a large number of structurally related dimeric proteins that act as hormones or local mediators in regula,58,Tox21,TGF137,20190129,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,4087|4088,Cell-based,AAH14840|AAH50743,Governmental Organizations,NULL,0,NULL,P84022|Q15796,NULL,54,,NULL
1347037,Summary,"Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary",U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Apoptosis is a process of programmed cell death and plays a central role in the development of multicellular organisms. It is a highly regulated process and induces cell de,58,Tox21,CAS833,20190129,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,100689061|100766857,Cell-based,EGW14942|NP_001230975,Governmental Organizations,NULL,0,NULL,EGW14942|NP_001230975,NULL,0,,NULL
1347395,Confirmatory,Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_Division of Preclinical Innovation [DPI]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Acetylcholinesterase (AChE) is the primary cholinesterase in the body that hydrolyzes a key neurotransmitter, acetylcholine. Inhibition of AChE activity can lead to ne",58,Tox21,ACHE366,20200220,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,43,Cell-based,AAA68151,Governmental Organizations,28294544,0,NULL,P01584,NULL,19,,NULL
1347397,Confirmatory,Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_Division of Preclinical Innovation [DPI]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Acetylcholinesterase (AChE) is the primary cholinesterase in the body that hydrolyzes a key neurotransmitter, acetylcholine. Inhibition of AChE activity can lead to ne",58,Tox21,ACHE573,20200220,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,43,NULL,AAA68151,Governmental Organizations,28294544,0,NULL,P01584,NULL,NULL,,NULL
1347399,Confirmatory,Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay with human liver microsomes,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_Division of Preclinical Innovation [DPI]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Acetylcholinesterase (AChE) is the primary cholinesterase in the body that hydrolyzes a key neurotransmitter, acetylcholine. Inhibition of AChE activity can lead to ne",58,Tox21,ACHE225,20200220,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,43,NULL,AAA68151,Governmental Organizations,28294544|30625376,0,NULL,P01584,NULL,NULL,,NULL
651632,Confirmatory,qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_As cancer cells divide rapidly and during every cell division they need to duplicate their genome by DNA replication. The failure to do so results in the cancer cell death.,58,Tox21,ELG372,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,79915,Toxicity,Q96QE3,Governmental Organizations,22431602,0,NULL,Q96QE3,NULL,NULL,,NULL
651634,Confirmatory,qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5 - cell viability,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Enhanced Level of Genome Instability Gene 1 (ELG1; human ATAD5) protein levels increase in response to various types of DNA damage. Using a luciferase reporter-gene tagged ,58,Tox21,ELG617,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,Toxicity,NULL,Governmental Organizations,22431602,0,NULL,NULL,NULL,NULL,,NULL
720516,Summary,qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5: Summary,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_As cancer cells divide rapidly and during every cell division they need to duplicate their genome by DNA replication. The failure to do so results in the cancer cell death.,58,Tox21,ELG271,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,79915,Toxicity,Q96QE3,Governmental Organizations,22431602,0,NULL,Q96QE3,NULL,NULL,,NULL
720634,Confirmatory,qHTS assay for small molecule disruptors of the mitochondrial membrane potential - cell viability,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Mitochondrial membrane potential (MMP), one of the parameters for mitochondrial function, is generated by mitochondrial electron transport chain that creates an electrochem",58,Tox21,MMP852,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,NULL,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,NULL,,NULL
743086,Confirmatory,qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway - cell viability counter screen,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay overview:_||_The Aryl hydrocarbon Receptor (AhR), a member of the family of basic helix-loop-helix transcription factors, is crucial to adaptive responses to environmental changes. AhR ",58,Tox21,AHR684,20140821,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,NULL,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,NULL,,NULL
743122,Summary,qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The Aryl hydrocarbon Receptor (AhR), a member of the family of basic helix-loop-helix transcription factors, is crucial to adaptive responses to environmental changes. AhR ",58,Tox21,AHR641,20140821,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,196,NULL,EAL24281,Governmental Organizations,NULL,0,NULL,P35869,NULL,NULL,,NULL
1224818,Confirmatory,qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway - cell viability counter screen,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen related receptors (ERRs), the first orphan nuclear receptors discovered, play an important role in the control of cellular energy metabolism.  ERRs are required fo",58,Tox21,ERR513,20160609,119|178|275|289|401|460|471|546|547|564|650|700|785|896|903|1046|1066|1123|1216|1222|1228|1232|1233|1245|1256|1317|1318|1329|1330|1340|1345|1359|1365|1367|1390|1456|1474|1489|1564|1607|1609|1641|1645|1649|1676|1678|1683|1694|1697|1720|1727|1738|1742|1774|1775|1779|1794|1795|1820|1826|1853|1858|1864|1868|1871|1880|1893|1908|1917|1922|1923|1967|1986|1989|2051|2052|2063|2071|2123|2141|2143|2145|2154|2159|2170|2196|2207|2244|2249|2252|2259|2265|2266|2284|2303|2331|2347|2375|2435|2436|2471|2519|2544|2545|2554|25,144213962|144213963|144213964|144213965|144213966|144213967|144213968|144213969|144213970|144213971|144213972|144213973|144213974|144213975|144213976|144213977|144213978|144213979|144213980|144213981|144213982|144213983|144213984|144213985|144213986|144213987|144213988|144213989|144213990|144213991|144213992|144213993|144213994|144213995|144213996|144213997|144213998|144213999|144214000|144214001|144214002|144214003|144214004|144214005|144214006|144214007|144214008|144214009|144214010|144214011|144214012|14,NULL,NULL,NULL,Governmental Organizations,NULL,0,NULL,NULL,NULL,NULL,,NULL
